BiologicalMaterial01,BiologicalMaterial02,BiologicalMaterial03,BiologicalMaterial04,BiologicalMaterial05,BiologicalMaterial06,BiologicalMaterial08,BiologicalMaterial10,BiologicalMaterial11,BiologicalMaterial12,ManufacturingProcess01,ManufacturingProcess02,ManufacturingProcess04,ManufacturingProcess05,ManufacturingProcess06,ManufacturingProcess07,ManufacturingProcess08,ManufacturingProcess09,ManufacturingProcess10,ManufacturingProcess11,ManufacturingProcess12,ManufacturingProcess13,ManufacturingProcess14,ManufacturingProcess15,ManufacturingProcess16,ManufacturingProcess17,ManufacturingProcess18,ManufacturingProcess19,ManufacturingProcess20,ManufacturingProcess21,ManufacturingProcess22,ManufacturingProcess23,ManufacturingProcess24,ManufacturingProcess25,ManufacturingProcess26,ManufacturingProcess27,ManufacturingProcess28,ManufacturingProcess29,ManufacturingProcess30,ManufacturingProcess31,ManufacturingProcess32,ManufacturingProcess33,ManufacturingProcess35,ManufacturingProcess38,ManufacturingProcess39,ManufacturingProcess42,ManufacturingProcess43,Yield
-0.22674868602897114,-1.5184177236669059,-2.6906911134359404,0.2208047107414815,0.4956041456039941,-1.3868334672863363,-1.2366495169156244,1.1036695115656976,-1.8439007748135232,-1.7759749974326655,0.10566550578980415,0.5056072190899628,0.3423232690764358,-0.08166929677530654,-0.22221674275932782,-0.9555330859058935,0.8921425711997608,-1.7250600887923369,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,0.9799029025838593,0.8138113717811769,1.1880236951237675,0.33133714799391445,0.9289724612142005,0.15096427109649735,0.4576818454700061,0.31188150263308706,0.2115823230769496,-0.1218100411843866,-0.010311348596792759,-0.143850533131235,0.12003292417348069,0.1258716853638925,0.3500648898303194,0.7696173698093731,0.606613005717246,0.7717072598003973,-0.20183649736603487,-0.4581863984531582,1.0005412720288096,-0.9008307545960273,0.7195197385355631,0.23238811164794773,0.20337428867812965,2.412510825579093,38.0
2.2455382898363787,1.3127306900946718,-0.05639548211672765,1.3001374366809433,0.4140333884721637,1.1322979998712617,2.2891315179714966,1.1036695115656976,1.397370211263116,1.102121024951786,-6.185351432390169,-1.9963666485717093,-2.38169593591479,1.005507589933364,0.9731268056843513,-0.9555330859058935,0.8921425711997608,0.5900532329856112,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,-0.501737225034347,0.27888629237729506,0.9644508859081732,0.1459918361240611,-0.27618100198260015,0.15642230554863037,1.513813020157434,0.18545055689730625,0.2115823230769496,-0.7257133439576837,-1.825108701632314,-1.0108948424153905,0.10913631829106542,0.19809681365805212,0.1919837117393752,0.8658195410355448,0.8512038167280924,0.7717072598003973,-0.27508025723494545,1.9573216191985119,1.0005412720288096,1.1679810376909379,-0.8248153100285726,0.23238811164794773,-0.054878776309971025,-0.013785776146166278,42.44
2.2455382898363787,1.3127306900946718,-0.05639548211672765,1.3001374366809433,0.4140333884721637,1.1322979998712617,2.2891315179714966,1.1036695115656976,1.397370211263116,1.102121024951786,-6.185351432390169,-1.9963666485717093,-3.1828780550298563,0.06328762145251547,-0.11015328509273888,1.0465362369445825,0.8921425711997608,-0.382683456837056,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,0.2884708430286935,0.44489752391643084,0.8268676186985766,0.1459918361240611,0.3665675117223579,0.18371247780929537,1.0957610968436604,0.18545055689730625,0.2115823230769496,-0.42376169257103513,-1.2201762506204736,-0.8374859805585595,0.18541255946797228,0.21779457592009566,0.21210313440549539,0.8465791067903106,0.7900561139753819,0.2505235386765692,-0.16521461743157828,2.7005548553990257,1.0005412720288096,1.2620179373403455,-0.8248153100285726,0.23238811164794773,0.4099767406686104,0.10175215726932223,42.03
2.2455382898363787,1.3127306900946718,-0.05639548211672765,1.3001374366809433,0.4140333884721637,1.1322979998712617,2.2891315179714966,1.1036695115656976,1.397370211263116,1.102121024951786,-6.185351432390169,-1.9963666485717093,-3.3431144788528693,0.42567991702207236,2.205824840016904,-0.9555330859058935,-1.1208970766356203,-0.4799571258193218,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,0.2884708430286935,0.7953656793879397,1.0848362447165703,0.19731823018032818,0.3665675117223579,0.17006739167896287,0.98574743281372,0.15671625104826517,0.2115823230769496,-0.1218100411843866,-0.6152437996086332,-0.6640771187017284,0.1717918021149532,0.2068513746634048,0.1919837117393752,0.8465791067903106,0.7900561139753819,0.2505235386765692,-0.16521461743157828,2.328938237298769,1.8195890109919275,0.0395382418980478,-0.8248153100285726,0.23238811164794773,-0.3131318412980717,0.21729009068481087,41.42
1.4869956949686007,1.8993426529109423,1.1391887387579278,0.9441271658213298,-0.3744839304688518,1.539214028572594,1.0743666235986222,0.4174067631419084,0.1366447827891512,1.102121024951786,-0.2806250079580895,-1.9963666485717093,-2.2214595120917764,0.8506672454627339,-0.6331160875368524,1.0465362369445825,0.8921425711997608,-0.4540174807573846,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,0.09091882601293692,2.547706456745484,3.3377622452737135,0.4767619311533378,-0.3565245661957213,0.20827363284389389,1.6238266841873743,0.2946409191236624,-0.6903879953687317,0.784044912975559,0.5946211024150477,1.5902380854370761,0.27530955799789825,0.2943969847169316,0.3471906865923023,0.8850599752807794,0.9734992222335179,-0.16642343822249375,-0.1469036774643487,2.328938237298769,2.638636749955045,-2.5934949482853624,-0.8248153100285726,0.29900099055680535,-0.10652938930759098,0.21729009068481087,42.49
-0.4093607922008434,0.6639776295224403,-0.6002985763091818,1.5939871840571316,1.735479654007797,0.6209758848584009,1.1928802718301248,1.6392892176525569,1.0249777167138754,0.726153526532197,0.43677166043085514,-1.9963666485717093,-1.260040969153697,0.4981583761359815,0.5622274609068373,1.0465362369445825,0.8921425711997608,-0.2205606751999448,-0.10069918430430916,0.019676890982012522,-0.4803844614152614,-0.501737225034347,2.4185866099928224,3.1485852528605185,0.6278896469856797,-0.7582423872613215,0.14277721941829785,1.9098622106652194,0.4009578507651144,-0.5615350927336344,1.0859965643622076,-1.2201762506204736,-1.3577125661290528,0.11458462123227305,0.24405825893615368,0.3558132963063538,0.9043004095260138,1.0346469249862285,0.980180748249928,-0.3666349570710856,2.7005548553990257,2.638636749955045,-0.5246831559983973,-0.8248153100285726,0.23238811164794773,0.1517236756805097,1.4882073582551847,43.57
1.5010427800587458,2.1827060586781237,1.179292192707601,0.8311080322151039,-0.4832449399779571,1.482995366712543,1.8150769250454968,0.4006686473266944,0.03262453291506129,0.7131891300349678,0.16084986489664582,-1.9963666485717093,0.1820868452534225,-0.4210002644449848,0.9731268056843513,-0.9555330859058935,0.8921425711997608,2.3993434760557717,3.2559402925060277,3.049918102211933,-0.4803844614152614,-2.0821533611604353,-2.0083795643841307,-0.6865483206069853,-0.22755025395210482,-0.43686813040884254,-0.14104057209261828,-0.3344165355455647,-0.09901907100820055,2.015522959968312,-1.3296166467309807,-1.2201762506204736,-1.3577125661290528,-0.09245089053361703,0.08866480109114364,0.025279923934379462,0.8658195410355448,0.7289084112226691,2.1267849347223495,-0.4765005968744554,0.09923852869722723,0.5910174025472507,-1.93523665073951,-0.8248153100285726,0.29900099055680535,0.2550249016757496,-0.24486164297714344,43.12
0.7425001851909678,1.9664550384873807,1.0915658871926903,1.893487888113631,0.44666169132489664,1.5552765033897524,2.007661603421688,1.756456028359058,1.5076316761296513,1.620696884840874,0.43677166043085514,-1.9963666485717093,-0.4588588500386306,0.303784326694129,1.6081530657950538,1.0465362369445825,0.8921425711997608,1.9583695100028293,1.3762221854922387,2.761323701142418,-0.4803844614152614,-0.8968412590658673,0.002200906478735492,1.136429969920169,0.17165503315219463,-0.5975552588350792,-0.11920843428408626,-0.136391940291672,-0.012816153461077274,0.2115823230769496,-1.0276649953443322,-0.6152437996086332,-1.1843037042722218,-0.06248522435697505,0.09304208159381996,0.06551876926661981,0.8465791067903106,0.7289084112226691,1.8140747020480539,-0.42156777697276926,0.4708551467974842,0.5910174025472507,-1.6531259517912875,-0.8248153100285726,0.29900099055680535,0.10007306268288975,-0.1293237095616548,43.06
0.7425001851909678,1.9664550384873807,1.0915658871926903,1.893487888113631,0.44666169132489664,1.5552765033897524,2.007661603421688,1.756456028359058,1.5076316761296513,1.620696884840874,0.43677166043085514,-1.9963666485717093,-0.6190952738616439,0.05999314603824603,0.4875184891291007,-0.9555330859058935,-1.1208970766356203,0.9986026427111331,0.7048942901301712,2.4727293000729,-0.4803844614152614,-0.6005132335422289,0.7215829098149904,1.807148397566952,0.26290195591889165,-0.3565245661957213,-0.11102138260588676,0.10563812057419686,-0.0013224311214608375,0.2115823230769496,-0.7257133439576837,-0.010311348596792759,-1.0108948424153905,0.03558422858476236,0.18934225265269944,0.13162544374101467,0.8850599752807794,0.9123515194808052,1.3971277251489909,-0.4032568370055422,0.2850468377473557,0.5910174025472507,-0.4306462563489898,0.7195197385355631,0.36561386946566354,0.10007306268288975,-0.013785776146166278,41.49
0.7425001851909678,1.9664550384873807,1.0915658871926903,1.893487888113631,0.44666169132489664,1.5552765033897524,2.007661603421688,1.756456028359058,1.5076316761296513,1.620696884840874,0.43677166043085514,-1.9963666485717093,0.9832689643684889,0.06987657228105063,0.8984178339066253,-0.9555330859058935,-1.1208970766356203,0.9402384413217709,1.2419566064198255,1.1740544952600762,-0.4803844614152614,-0.20540919951070855,-0.14536463266716296,0.654888534686581,0.13743743711468326,0.7682853327879582,0.08273884044483483,1.3817966233215055,0.1653365428029775,1.500111349427923,-0.42376169257103513,-1.2201762506204736,-0.8374859805585595,0.17451595358555702,0.25937874069552086,0.24946777649971855,0.9043004095260138,1.0346469249862285,0.6674705155756321,-0.31170213716940204,1.0282800739478697,1.0005412720288096,-0.7127569552972123,0.7195197385355631,0.16577523273908953,0.04842244968526979,-0.1293237095616548,42.45
